DATE/TIME,"Limbang, SARAWAK","ILP Miri, SARAWAK","Miri, SARAWAK","Samalaju, SARAWAK","Bintulu, SARAWAK","Mukah, SARAWAK","Kapit, SARAWAK","Sibu, SARAWAK","Sarikei, SARAWAK","Sri Aman, SARAWAK","Samarahan, SARAWAK","Kuching, SARAWAK"
2019-01-05 14:00:00,44,29,52,41,40,42,37,52,42,44,38,52
2019-01-05 15:00:00,44,29,52,41,40,41,38,52,42,45,38,52
2019-01-05 16:00:00,44,29,51,42,40,42,37,52,42,45,39,52
2019-01-05 17:00:00,45,29,50,42,40,42,40,52,42,44,41,52
2019-01-05 18:00:00,45,29,49,43,40,42,42,52,43,43,41,52
2019-01-05 19:00:00,38,29,45,44,40,42,44,52,41,42,40,52
2019-01-05 20:00:00,39,29,43,45,40,41,45,52,40,42,39,51
2019-01-05 21:00:00,40,28,43,45,40,41,44,52,42,43,39,51
2019-01-05 22:00:00,40,28,43,45,40,42,43,52,43,41,39,51
2019-01-05 23:00:00,40,26,43,45,40,42,43,53,45,40,40,52
2019-01-06 00:00:00,40,25,42,44,43,43,42,53,46,41,40,52
2019-01-06 01:00:00,40,25,43,43,43,43,42,53,47,41,41,51
2019-01-06 02:00:00,40,25,42,42,43,42,42,53,48,41,42,51
2019-01-06 03:00:00,40,25,43,41,43,41,42,53,47,41,42,51
2019-01-06 04:00:00,40,25,44,40,43,40,43,53,47,42,43,51
2019-01-06 05:00:00,40,24,43,40,43,41,42,53,46,45,43,51
2019-01-06 06:00:00,40,23,44,41,43,42,42,53,46,46,43,52
2019-01-06 07:00:00,40,24,43,43,43,41,42,53,44,45,42,51
2019-01-06 08:00:00,40,25,44,43,43,41,41,53,42,45,41,51
2019-01-06 09:00:00,41,25,44,43,43,41,39,53,43,43,39,51
2019-01-06 10:00:00,41,25,44,43,43,41,40,53,42,44,38,51
2019-01-06 11:00:00,42,25,44,43,43,37,39,53,44,44,38,51
2019-01-06 12:00:00,42,24,43,41,43,35,38,53,44,44,38,51
2019-01-06 13:00:00,42,26,43,41,43,34,39,53,43,44,37,51
2019-01-06 14:00:00,42,25,44,41,43,36,39,52,43,45,36,50
2019-01-06 15:00:00,41,25,48,41,43,37,38,52,45,45,37,49
2019-01-06 16:00:00,41,25,50,40,43,34,39,52,46,44,35,48
2019-01-06 17:00:00,40,26,49,40,43,35,37,52,45,45,34,48
2019-01-06 18:00:00,40,25,50,40,43,38,36,51,44,45,33,49
2019-01-06 19:00:00,40,25,50,38,43,38,33,51,43,44,32,49
2019-01-06 20:00:00,39,27,51,40,43,38,34,48,44,44,32,49
2019-01-06 21:00:00,38,27,52,41,43,37,35,45,44,46,32,49
2019-01-06 22:00:00,38,27,52,41,43,37,34,44,43,46,31,47
2019-01-06 23:00:00,38,28,52,40,43,36,34,42,42,47,29,48
2019-01-07 00:00:00,39,29,52,40,46,36,33,41,41,48,28,48
2019-01-07 01:00:00,40,29,52,42,46,36,33,41,40,48,26,48
2019-01-07 02:00:00,41,29,52,43,46,37,33,43,39,46,25,47
2019-01-07 03:00:00,42,29,52,47,46,36,33,42,38,45,24,45
2019-01-07 04:00:00,41,29,52,47,46,37,33,42,37,43,23,44
2019-01-07 05:00:00,41,30,52,46,46,34,33,41,35,40,22,43
2019-01-07 06:00:00,42,30,52,46,46,33,35,41,33,38,21,42
2019-01-07 07:00:00,42,30,52,46,46,34,36,40,31,38,20,43
2019-01-07 08:00:00,53,31,52,45,46,31,36,39,31,37,20,45
2019-01-07 09:00:00,54,31,52,48,46,31,37,38,29,37,19,45
2019-01-07 10:00:00,54,32,52,48,46,31,38,38,29,38,19,45
2019-01-07 11:00:00,54,33,52,49,46,32,38,39,27,37,19,46
2019-01-07 12:00:00,54,31,52,50,46,34,39,40,26,36,21,47
2019-01-07 13:00:00,54,30,52,51,46,32,39,41,26,36,22,47
2019-01-07 14:00:00,54,30,52,51,46,31,40,42,26,35,22,49
2019-01-07 15:00:00,55,31,52,52,46,33,41,43,25,35,23,50
2019-01-07 16:00:00,55,31,52,52,46,34,41,44,23,35,23,51
2019-01-07 17:00:00,55,30,52,53,46,33,42,44,23,37,23,50
2019-01-07 18:00:00,55,31,52,53,46,31,42,43,23,37,23,49
2019-01-07 19:00:00,54,30,52,53,46,32,45,44,24,36,23,49
2019-01-07 20:00:00,54,28,51,52,46,32,46,46,24,36,23,49
2019-01-07 21:00:00,54,27,50,52,46,32,43,50,22,35,22,48
2019-01-07 22:00:00,54,28,51,52,46,31,43,50,23,35,22,47
2019-01-07 23:00:00,54,27,50,52,46,31,43,49,24,35,22,45
2019-01-08 00:00:00,54,28,49,52,48,31,43,49,25,33,22,44
2019-01-08 01:00:00,53,28,48,52,48,30,42,46,25,33,21,43
2019-01-08 02:00:00,53,29,48,52,48,30,42,43,25,32,21,42
2019-01-08 03:00:00,53,29,48,52,48,30,42,42,25,32,21,42
2019-01-08 04:00:00,53,30,48,52,49,29,41,42,26,32,21,42
2019-01-08 05:00:00,53,29,47,52,49,29,40,46,26,32,21,42
2019-01-08 06:00:00,53,29,47,52,49,29,39,47,26,31,21,41
2019-01-08 07:00:00,53,29,47,52,49,28,39,47,26,30,20,41
2019-01-08 08:00:00,42,29,46,52,49,28,39,48,26,30,20,40
2019-01-08 09:00:00,35,29,46,52,49,28,39,48,26,31,20,39
2019-01-08 10:00:00,33,28,46,52,49,29,38,48,25,30,19,38
2019-01-08 11:00:00,32,27,45,52,49,30,39,46,25,31,18,36
2019-01-08 12:00:00,31,27,44,52,49,29,40,45,27,31,17,36
2019-01-08 13:00:00,31,26,43,53,49,28,39,42,26,31,18,36
2019-01-08 14:00:00,31,25,43,52,49,29,38,41,26,31,18,35
2019-01-08 15:00:00,31,24,44,52,49,28,37,41,25,30,18,35
2019-01-08 16:00:00,31,24,43,52,49,28,36,39,26,32,19,35
2019-01-08 17:00:00,36,24,42,52,49,28,36,40,26,30,19,36
2019-01-08 18:00:00,42,24,41,52,49,28,35,43,27,30,18,36
2019-01-08 19:00:00,51,24,41,55,49,28,33,44,27,31,18,35
2019-01-08 20:00:00,52,25,41,55,49,28,32,44,27,30,18,34
2019-01-08 21:00:00,54,26,43,56,49,28,34,41,28,29,18,34
2019-01-08 22:00:00,54,26,44,56,49,29,34,42,27,27,17,35
2019-01-08 23:00:00,54,26,44,56,49,29,34,43,26,26,17,33
2019-01-09 00:00:00,54,26,45,56,50,29,34,43,27,26,17,33
2019-01-09 01:00:00,54,27,46,56,50,30,36,44,27,26,18,33
2019-01-09 02:00:00,54,28,45,55,50,31,36,45,28,26,18,34
2019-01-09 03:00:00,54,27,45,55,50,31,36,44,28,26,18,33
2019-01-09 04:00:00,54,26,45,54,50,30,36,43,28,26,17,34
2019-01-09 05:00:00,54,27,45,54,50,30,36,41,29,27,17,33
2019-01-09 06:00:00,54,26,45,54,51,31,36,41,29,27,18,33
2019-01-09 07:00:00,54,26,44,54,51,32,35,40,29,28,18,31
2019-01-09 08:00:00,54,24,43,54,51,32,35,41,29,28,18,30
2019-01-09 09:00:00,54,23,41,53,51,32,34,41,29,27,19,30
2019-01-09 10:00:00,53,23,41,53,51,32,33,41,29,27,19,30
2019-01-09 11:00:00,53,22,41,53,51,31,33,43,29,26,20,30
2019-01-09 12:00:00,53,22,43,53,51,30,30,44,28,27,19,30
2019-01-09 13:00:00,53,23,44,52,51,31,31,45,27,26,18,30
2019-01-09 14:00:00,53,26,45,52,51,29,30,43,27,26,17,29
2019-01-09 15:00:00,53,26,43,51,51,27,30,42,27,25,17,28
2019-01-09 16:00:00,53,25,42,51,51,27,29,41,26,23,16,27
2019-01-09 17:00:00,52,25,44,51,51,26,29,40,27,22,16,26
2019-01-09 18:00:00,47,26,44,49,51,26,29,37,26,21,15,27
2019-01-09 19:00:00,42,26,43,34,51,25,27,35,27,21,15,28
2019-01-09 20:00:00,36,26,43,30,51,25,26,33,27,20,16,29
2019-01-09 21:00:00,29,25,41,27,51,24,25,33,27,21,16,30
2019-01-09 22:00:00,30,26,40,26,51,25,24,32,27,21,16,29
2019-01-09 23:00:00,30,25,43,27,51,26,24,32,27,21,16,30
2019-01-10 00:00:00,30,25,44,27,51,26,24,31,25,20,17,29
2019-01-10 01:00:00,30,25,44,26,51,25,23,32,24,20,16,29
2019-01-10 02:00:00,31,24,44,26,51,24,24,32,24,19,15,29
2019-01-10 03:00:00,31,23,45,26,51,25,23,31,24,19,16,28
2019-01-10 04:00:00,32,24,45,27,51,26,24,30,24,18,16,28
2019-01-10 05:00:00,31,24,45,26,51,26,24,31,24,18,16,28
2019-01-10 06:00:00,32,25,44,26,51,26,24,29,23,17,16,29
2019-01-10 07:00:00,33,25,46,25,51,25,24,28,23,17,15,29
2019-01-10 08:00:00,34,27,47,25,51,25,22,28,24,17,15,29
2019-01-10 09:00:00,35,27,50,24,51,24,23,27,24,17,15,30
2019-01-10 10:00:00,35,29,51,24,51,23,24,27,24,17,16,39
2019-01-10 11:00:00,37,30,51,24,51,24,24,27,24,16,15,41
2019-01-10 12:00:00,38,30,51,25,51,25,25,28,24,16,16,41
2019-01-10 13:00:00,39,30,51,24,51,24,25,31,23,16,16,42
2019-01-10 14:00:00,39,29,51,25,51,24,25,34,23,17,16,43
2019-01-10 15:00:00,40,30,51,25,51,26,26,35,24,17,16,44
2019-01-10 16:00:00,40,31,51,26,51,28,27,36,25,18,18,44
2019-01-10 17:00:00,40,32,51,26,51,30,28,37,24,18,19,45
2019-01-10 18:00:00,40,32,54,27,51,31,28,39,24,18,20,45
2019-01-10 19:00:00,36,32,55,28,51,32,31,42,24,19,22,44
2019-01-10 20:00:00,35,32,55,31,51,31,32,44,22,20,32,44
2019-01-10 21:00:00,34,33,55,32,51,31,35,45,22,20,44,44
2019-01-10 22:00:00,33,32,55,32,51,31,37,46,23,19,45,46
2019-01-10 23:00:00,32,32,55,32,51,31,38,47,23,20,46,47
2019-01-11 00:00:00,33,32,56,32,52,31,38,49,25,21,46,49
2019-01-11 01:00:00,34,32,55,34,52,31,38,48,25,21,49,50
2019-01-11 02:00:00,34,33,55,36,52,31,38,50,25,20,49,51
2019-01-11 03:00:00,34,33,55,37,52,32,38,51,26,22,51,52
2019-01-11 04:00:00,34,33,55,37,52,32,38,51,27,23,51,52
2019-01-11 05:00:00,35,33,56,38,52,31,39,51,26,23,52,52
2019-01-11 06:00:00,35,33,56,38,52,31,40,52,26,23,52,52
2019-01-11 07:00:00,34,33,56,39,52,31,42,52,27,22,52,52
2019-01-11 08:00:00,34,33,56,40,52,31,42,52,27,23,52,52
2019-01-11 09:00:00,35,33,56,41,52,33,42,53,29,23,52,52
2019-01-11 10:00:00,35,32,56,41,52,34,42,53,30,25,52,50
2019-01-11 11:00:00,33,32,56,42,52,35,41,53,31,27,52,47
2019-01-11 12:00:00,32,33,56,42,52,36,41,53,32,28,51,48
2019-01-11 13:00:00,32,34,56,43,52,39,40,53,34,28,52,49
2019-01-11 14:00:00,33,34,56,43,52,40,40,53,34,28,52,49
2019-01-11 15:00:00,33,33,56,42,52,38,40,53,35,28,52,48
2019-01-11 16:00:00,32,34,56,42,52,36,40,53,35,28,52,48
2019-01-11 17:00:00,32,33,56,42,52,36,40,53,35,29,52,48
2019-01-11 18:00:00,32,31,55,43,52,35,41,53,35,29,52,48
2019-01-11 19:00:00,33,32,55,41,52,34,39,53,35,28,51,49
2019-01-11 20:00:00,32,32,55,40,52,35,39,52,37,29,44,49
2019-01-11 21:00:00,32,31,55,40,52,35,38,52,37,32,32,49
2019-01-11 22:00:00,32,31,55,40,52,35,36,52,38,32,32,49
2019-01-11 23:00:00,32,32,54,40,52,34,35,52,37,32,32,49
2019-01-12 00:00:00,32,32,54,40,52,34,35,52,37,31,31,49
2019-01-12 01:00:00,32,32,54,38,52,33,34,53,36,32,31,48
2019-01-12 02:00:00,33,31,54,34,52,33,33,53,36,33,32,47
2019-01-12 03:00:00,33,30,54,33,52,33,33,54,36,33,33,46
2019-01-12 04:00:00,32,31,54,31,52,32,33,53,37,33,35,45
2019-01-12 05:00:00,32,31,54,30,52,32,32,53,38,32,34,44
2019-01-12 06:00:00,33,31,54,30,52,32,31,53,37,32,34,43
2019-01-12 07:00:00,33,32,53,30,52,33,30,53,37,33,34,41
2019-01-12 08:00:00,33,32,53,29,52,33,31,52,38,34,35,40
2019-01-12 09:00:00,33,32,53,29,52,33,32,53,38,33,35,39
2019-01-12 10:00:00,33,32,53,29,52,32,31,53,37,33,36,38
2019-01-12 11:00:00,36,31,53,28,52,32,30,53,37,35,37,38
2019-01-12 12:00:00,36,30,53,28,52,33,30,53,37,34,36,36
2019-01-12 13:00:00,37,30,53,29,52,31,31,53,36,35,36,35
2019-01-12 14:00:00,40,29,53,29,52,31,31,53,36,37,36,35
2019-01-12 15:00:00,47,29,52,29,52,32,29,53,35,37,34,35
2019-01-12 16:00:00,52,30,52,29,52,32,28,53,35,38,34,35
2019-01-12 17:00:00,53,31,52,29,52,31,28,53,35,39,33,35
2019-01-12 18:00:00,55,32,51,28,52,31,29,53,35,40,34,35
2019-01-12 19:00:00,56,30,49,28,52,31,29,53,34,40,35,34
2019-01-12 20:00:00,58,31,47,28,52,31,29,53,33,39,34,34
2019-01-12 21:00:00,59,31,46,27,52,30,29,53,32,37,35,34
2019-01-12 22:00:00,60,32,48,27,52,30,29,53,31,36,34,35
2019-01-12 23:00:00,60,32,49,27,52,31,29,53,31,37,35,35
2019-01-13 00:00:00,61,32,49,26,53,30,28,53,31,37,35,34
2019-01-13 01:00:00,61,32,51,26,53,30,29,52,31,37,34,35
2019-01-13 02:00:00,60,32,51,27,53,30,29,52,31,36,33,34
2019-01-13 03:00:00,60,33,51,27,53,31,30,50,30,36,33,33
2019-01-13 04:00:00,60,32,50,27,53,32,30,50,29,35,31,32
2019-01-13 05:00:00,60,32,50,28,53,33,30,50,29,35,31,32
2019-01-13 06:00:00,60,32,51,28,53,33,29,49,28,35,30,31
2019-01-13 07:00:00,60,32,51,27,53,33,30,48,28,33,29,32
2019-01-13 08:00:00,60,32,49,28,53,35,29,48,26,33,29,32
2019-01-13 09:00:00,60,32,50,27,53,37,28,44,26,34,28,31
2019-01-13 10:00:00,59,33,50,28,53,37,31,42,25,33,28,32
2019-01-13 11:00:00,59,34,51,28,53,37,31,40,25,31,27,31
2019-01-13 12:00:00,59,34,51,29,53,36,32,38,24,31,27,32
2019-01-13 13:00:00,59,34,52,28,53,35,32,38,24,30,26,32
2019-01-13 14:00:00,58,34,52,28,53,35,33,36,24,29,27,30
2019-01-13 15:00:00,57,34,52,28,53,34,34,35,23,27,27,30
2019-01-13 16:00:00,55,33,53,29,53,35,34,33,22,26,27,29
2019-01-13 17:00:00,54,32,53,30,53,35,34,33,22,24,27,29
2019-01-13 18:00:00,52,32,53,31,53,35,32,32,22,23,25,28
2019-01-13 19:00:00,44,33,53,31,53,36,30,31,23,23,24,29
2019-01-13 20:00:00,35,33,53,29,53,36,29,31,22,22,23,28
2019-01-13 21:00:00,26,33,53,30,53,37,28,30,22,22,22,27
2019-01-13 22:00:00,21,33,53,30,53,37,29,29,22,22,24,25
2019-01-13 23:00:00,21,34,54,30,53,36,29,28,21,20,24,23
2019-01-14 00:00:00,22,33,53,31,53,37,29,29,21,20,23,22
2019-01-14 01:00:00,23,33,53,31,53,37,28,29,22,20,23,21
2019-01-14 02:00:00,23,34,53,31,53,36,29,28,21,19,21,22
2019-01-14 03:00:00,23,34,53,32,53,36,30,27,21,19,19,22
2019-01-14 04:00:00,22,34,53,31,53,35,29,26,20,19,19,22
2019-01-14 05:00:00,23,34,53,31,53,34,30,26,20,19,19,23
2019-01-14 06:00:00,21,34,53,31,53,33,29,27,20,19,19,23
2019-01-14 07:00:00,22,34,53,31,53,33,28,28,20,19,20,23
2019-01-14 08:00:00,23,35,53,31,53,30,29,28,21,19,20,25
2019-01-14 09:00:00,24,34,54,30,53,27,30,29,19,18,20,29
2019-01-14 10:00:00,25,34,54,31,53,27,29,29,18,17,20,30
2019-01-14 11:00:00,24,34,54,32,53,26,30,29,17,18,21,32
2019-01-14 12:00:00,24,35,54,31,53,26,28,29,17,17,23,32
2019-01-14 13:00:00,25,35,54,31,53,28,28,29,16,16,24,32
2019-01-14 14:00:00,24,35,55,31,53,28,28,30,17,16,23,34
2019-01-14 15:00:00,24,36,54,31,53,30,30,32,18,17,24,34
2019-01-14 16:00:00,25,37,54,30,53,30,29,33,18,16,24,36
2019-01-14 17:00:00,27,38,54,29,53,29,30,34,19,17,24,37
2019-01-14 18:00:00,28,38,54,29,53,30,31,35,19,17,23,37
2019-01-14 19:00:00,28,37,54,29,53,29,33,39,19,17,23,37
2019-01-14 20:00:00,28,37,54,29,53,29,34,41,21,19,23,40
2019-01-14 21:00:00,28,37,54,30,53,29,36,42,23,19,24,41
2019-01-14 22:00:00,28,36,55,30,53,28,35,44,24,20,22,43
2019-01-14 23:00:00,27,35,55,31,53,30,36,48,25,21,21,45
2019-01-15 00:00:00,26,37,55,31,54,29,37,52,26,22,22,47
2019-01-15 01:00:00,26,38,55,30,54,29,38,52,25,23,21,47
2019-01-15 02:00:00,26,38,55,31,54,30,38,52,26,23,21,48
2019-01-15 03:00:00,27,38,55,31,54,30,37,53,26,22,21,48
2019-01-15 04:00:00,26,38,55,31,54,32,38,53,26,23,21,48
2019-01-15 05:00:00,27,40,55,32,54,34,38,54,26,24,20,49
2019-01-15 06:00:00,28,39,55,33,54,34,39,53,26,24,19,49
2019-01-15 07:00:00,27,39,55,34,54,34,41,53,26,24,18,50
2019-01-15 08:00:00,27,39,55,35,54,35,41,53,26,24,18,50
2019-01-15 09:00:00,26,40,55,36,54,36,41,54,27,24,19,49
2019-01-15 10:00:00,25,40,54,36,54,36,40,54,29,25,19,49
2019-01-15 11:00:00,25,40,54,35,54,35,40,54,30,25,20,49
2019-01-15 12:00:00,26,39,54,36,54,37,41,54,29,24,20,49
2019-01-15 13:00:00,25,40,54,39,54,37,39,54,29,24,21,49
2019-01-15 14:00:00,24,40,53,40,54,37,38,54,30,24,21,50
2019-01-15 15:00:00,24,38,53,40,54,35,38,54,30,25,19,49
2019-01-15 16:00:00,23,38,53,42,54,35,40,54,30,25,20,49
2019-01-15 17:00:00,23,38,53,42,54,36,39,54,29,26,19,48
2019-01-15 18:00:00,23,39,53,43,54,35,38,54,30,27,20,49
2019-01-15 19:00:00,23,40,53,45,54,35,39,54,30,28,20,49
2019-01-15 20:00:00,23,40,53,46,54,36,39,54,30,27,20,47
2019-01-15 21:00:00,22,40,53,47,54,36,41,54,29,28,19,47
2019-01-15 22:00:00,23,41,53,48,54,37,42,54,28,27,19,47
2019-01-15 23:00:00,23,41,54,48,54,37,42,53,28,26,19,46
2019-01-16 00:00:00,23,39,54,48,54,37,41,52,29,26,20,44
2019-01-16 01:00:00,22,39,53,49,54,37,41,52,29,24,25,43
2019-01-16 02:00:00,22,39,54,49,54,37,42,52,30,24,28,42
2019-01-16 03:00:00,21,39,54,49,54,37,43,51,30,23,30,42
2019-01-16 04:00:00,21,40,54,48,54,37,43,51,31,24,30,43
2019-01-16 05:00:00,20,40,54,48,54,37,44,52,32,23,30,43
2019-01-16 06:00:00,20,40,54,50,54,39,44,53,32,22,32,43
2019-01-16 07:00:00,20,40,54,50,54,40,43,53,32,22,32,42
2019-01-16 08:00:00,20,39,54,50,54,41,41,54,32,22,32,42
